Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Temple,48.8659,2.3611,Season,48.86508,2.362638,Bistro
Temple,48.8659,2.3611,Le République,48.86805119485847,2.3619099232147414,Comedy Club
Temple,48.8659,2.3611,Paris New York,48.86384310987126,2.3626613616943355,Burger Joint
Temple,48.8659,2.3611,La Ruée Vers L'Orge,48.865600514002516,2.3596465587615967,Beer Bar
Temple,48.8659,2.3611,Banh Mi,48.866621805867176,2.3606859072242514,Vietnamese Restaurant
Temple,48.8659,2.3611,La Rusidda,48.86609262667821,2.3575964574327406,Italian Restaurant
Temple,48.8659,2.3611,Inaro,48.8682063040474,2.361292432876479,Wine Bar
Temple,48.8659,2.3611,Renaissance Paris Republique Hotel,48.86850141509405,2.3609098639826698,Hotel
Temple,48.8659,2.3611,The Beast,48.86780853223541,2.359693258482044,Steakhouse
Temple,48.8659,2.3611,Au Bascou,48.865385252957765,2.3574612289667125,French Restaurant
Temple,48.8659,2.3611,Chocolaterie Jacques Genin,48.86451657439143,2.364591044083981,Chocolate Shop
Temple,48.8659,2.3611,Trois Fois Vin,48.86711966603273,2.36118346452713,Wine Shop
Temple,48.8659,2.3611,French Paper Art Gallery,48.867194,2.358324,Art Gallery
Temple,48.8659,2.3611,Little Red Door,48.863702712072616,2.3635136711780285,Speakeasy
Temple,48.8659,2.3611,L'Ami Louis,48.86702338016517,2.358080299757337,French Restaurant
Temple,48.8659,2.3611,istr,48.867475,2.357595,Seafood Restaurant
Temple,48.8659,2.3611,Empreintes,48.86332340984598,2.362042582425243,Boutique
Temple,48.8659,2.3611,Les Enfants Rouges,48.863012925486814,2.3612595453403116,Wine Bar
Temple,48.8659,2.3611,Elmer,48.86730109373345,2.3595416257767576,Restaurant
Temple,48.8659,2.3611,Place de la République,48.86740582870395,2.364194823077507,Plaza
Temple,48.8659,2.3611,Gramme,48.863121,2.360375,Restaurant
Temple,48.8659,2.3611,Lavomatic,48.86833754122732,2.361823303484105,Speakeasy
Temple,48.8659,2.3611,Ernest & Valentin,48.865431512731405,2.3566765741438243,Bakery
Temple,48.8659,2.3611,Comics Records,48.864990529377934,2.365061212335779,Comic Shop
Temple,48.8659,2.3611,Le Lac de l'Ouest,48.86487815485062,2.3569069526903292,Chinese Restaurant
Temple,48.8659,2.3611,Fromagerie Jouannault,48.86294724752955,2.3625297856770335,Cheese Shop
Temple,48.8659,2.3611,Marché des Enfants Rouges,48.862805577255905,2.3619961738586426,Farmers Market
Temple,48.8659,2.3611,Le Burger Fermier des Enfants Rouges,48.862831267361834,2.362072655802718,Burger Joint
Temple,48.8659,2.3611,Chez Alain Miam Miam,48.86278066936393,2.362063870044378,Sandwich Place
Temple,48.8659,2.3611,Taing Song-Heng,48.86470055655422,2.3568883433485377,Vietnamese Restaurant
Temple,48.8659,2.3611,Café Philippe,48.865453103508074,2.361647435971973,Diner
Temple,48.8659,2.3611,ColTrane,48.86747633090321,2.3586434125900264,Bar
Temple,48.8659,2.3611,Bento&Go!,48.867175899962405,2.360845491483908,Japanese Restaurant
Temple,48.8659,2.3611,Phở 3,48.865809754472984,2.357488204765075,Vietnamese Restaurant
Temple,48.8659,2.3611,Comme un Roman,48.863094576920915,2.3622080453868533,Bookstore
Temple,48.8659,2.3611,Le Petit Parisien,48.866952,2.358172,Bakery
Temple,48.8659,2.3611,Bar Martin,48.8647499849933,2.3657793692597013,Wine Bar
Temple,48.8659,2.3611,Café Crème,48.864942583119074,2.3626585430111193,Café
Temple,48.8659,2.3611,Chez Taeko,48.862733763586455,2.362135982749459,Japanese Restaurant
Temple,48.8659,2.3611,La Chambre du Marais,48.863678,2.3610718,Hotel
Temple,48.8659,2.3611,Le Ballon Rouge,48.867642489955664,2.3568518492939154,Restaurant
Temple,48.8659,2.3611,Les Enfants Du Marché,48.862746,2.36195,French Restaurant
Temple,48.8659,2.3611,Hôtel Jules & Jim,48.86349582021051,2.3573948716806172,Hotel
Temple,48.8659,2.3611,Chez Omar,48.863314283022994,2.3613645136356354,Moroccan Restaurant
Temple,48.8659,2.3611,Candelaria,48.86303212989039,2.3640589318953125,Cocktail Bar
Temple,48.8659,2.3611,Tribal Act,48.86601409585934,2.366309318726453,Tattoo Parlor
Temple,48.8659,2.3611,Nord Marais,48.86755678986552,2.3578040678339116,French Restaurant
Temple,48.8659,2.3611,59 RDS,48.86415700942746,2.365187332034111,Bakery
Temple,48.8659,2.3611,Au Fil des Saisons,48.865634089057046,2.359517181136964,French Restaurant
Temple,48.8659,2.3611,La Petite Rose des Sables,48.868940483417134,2.3600904127286175,French Restaurant
Temple,48.8659,2.3611,Chez Alain Miam Miam,48.862369156725826,2.361949874504966,Sandwich Place
Temple,48.8659,2.3611,Traiteur Marocain,48.86292280965422,2.361933498333956,Moroccan Restaurant
Temple,48.8659,2.3611,Wild & the Moon,48.86342560815879,2.3631270881551645,Gluten-free Restaurant
Temple,48.8659,2.3611,Bar de l'Hôtel Jules et Jim,48.86346264663714,2.357393198185953,Hotel Bar
Temple,48.8659,2.3611,Dreamin' Man,48.86528997318334,2.3664861917495728,Coffee Shop
Temple,48.8659,2.3611,Ob-La-Di,48.86312055419194,2.364058705830601,Coffee Shop
Temple,48.8659,2.3611,Kilikio - Épicerie Fine Grecque,48.86733441754081,2.359025805850598,Organic Grocery
Temple,48.8659,2.3611,Café de la Poste,48.86388351398672,2.36484132707119,Brasserie
Temple,48.8659,2.3611,La Trésorerie,48.869589094055954,2.3612551455377893,Furniture / Home Store
Temple,48.8659,2.3611,Slow Galerie,48.864860454492145,2.366553758629543,Art Gallery
Temple,48.8659,2.3611,Hank Pizza,48.863737138139925,2.3571989129625903,Pizza Place
Temple,48.8659,2.3611,Le Corossol,48.86271162925393,2.362173465391908,Cajun / Creole Restaurant
Temple,48.8659,2.3611,Galerie Paris-Beijing,48.865941,2.358751,Art Gallery
Temple,48.8659,2.3611,Hôtel Jacques de Molay,48.86351786058778,2.3609222508711047,Hotel
Temple,48.8659,2.3611,Amorino,48.863267024120034,2.3618329243277474,Ice Cream Shop
Temple,48.8659,2.3611,Musée des Arts et Métiers,48.865878382462334,2.355548438087723,Museum
Temple,48.8659,2.3611,Le Chai d'Adrien,48.86615253579947,2.3649129679033907,Wine Bar
Temple,48.8659,2.3611,Paperboy,48.864665,2.366582,Breakfast Spot
Temple,48.8659,2.3611,Banoï,48.864156,2.366739,Vietnamese Restaurant
Temple,48.8659,2.3611,Chameleon,48.869209205753414,2.358006854694728,Restaurant
Temple,48.8659,2.3611,Sybaris,48.863376418366876,2.3606902064991755,Modern European Restaurant
Temple,48.8659,2.3611,Chez Xu,48.86499182940176,2.3570344123977494,Chinese Restaurant
Temple,48.8659,2.3611,Le General Hotel,48.866219248412214,2.3669549963358505,Hotel
Temple,48.8659,2.3611,Bong,48.866673,2.366242,Korean Restaurant
Temple,48.8659,2.3611,Café Ineko,48.863563,2.357334,Café
Temple,48.8659,2.3611,Biglove Caffè,48.86206260694734,2.363556952325989,Italian Restaurant
Temple,48.8659,2.3611,Le Roi de Pique,48.86337459584866,2.3582987922392618,Café
Temple,48.8659,2.3611,Cuissons,48.864484720917716,2.3658593259960368,French Restaurant
Temple,48.8659,2.3611,Les Parigots,48.86926483998475,2.3619989467722187,Bar
Temple,48.8659,2.3611,D Noodles,48.86502629559986,2.367027768087102,Noodle House
Temple,48.8659,2.3611,Thaï Thip,48.86786361350138,2.365678890712253,Thai Restaurant
Temple,48.8659,2.3611,Café Petite,48.868721871541084,2.359740436077118,French Restaurant
Temple,48.8659,2.3611,Hôtel Providence,48.8692825461256,2.3568509393162795,Hotel
Hotel-de-Ville,48.8534,2.3583,Maison Européenne de la Photographie,48.85512804426985,2.358947843313217,Art Museum
Hotel-de-Ville,48.8534,2.3583,Chez Mademoiselle,48.85429032043008,2.3598099177322163,Restaurant
Hotel-de-Ville,48.8534,2.3583,Jardin de l'Hôtel de Sens,48.85384194954609,2.3584037951179067,Garden
Hotel-de-Ville,48.8534,2.3583,Vingt Vins d'Art,48.85521431940058,2.3579396506069488,Wine Bar
Hotel-de-Ville,48.8534,2.3583,Berthillon,48.85170517997717,2.3567061871290207,Ice Cream Shop
Hotel-de-Ville,48.8534,2.3583,Lot of Wine,48.85448,2.355695,Wine Bar
Hotel-de-Ville,48.8534,2.3583,La Caféothèque de Paris,48.85419716409349,2.355713729818569,Coffee Shop
Hotel-de-Ville,48.8534,2.3583,Cité Internationale des Arts,48.85400983891493,2.3567382656184863,Cultural Center
Hotel-de-Ville,48.8534,2.3583,Le Chanard,48.8529120567913,2.361544888389472,French Restaurant
Hotel-de-Ville,48.8534,2.3583,Thai Spices,48.85273297322603,2.3603588795363155,Thai Restaurant
Hotel-de-Ville,48.8534,2.3583,Mémorial de la Shoah,48.854825897257065,2.3562544165218426,Memorial Site
Hotel-de-Ville,48.8534,2.3583,Aux Merveilleux de Fred,48.85568607650127,2.356368899345398,Dessert Shop
Hotel-de-Ville,48.8534,2.3583,Village Saint-Paul,48.85368918749588,2.3615241050720215,Pedestrian Plaza
Hotel-de-Ville,48.8534,2.3583,Autour du Saumon,48.85558694633289,2.3578015122239786,Scandinavian Restaurant
Hotel-de-Ville,48.8534,2.3583,Pamela Popo,48.85574916092363,2.3569190697806426,French Restaurant
Hotel-de-Ville,48.8534,2.3583,L'Ilot Vache,48.85183840831923,2.356554677852357,French Restaurant
Hotel-de-Ville,48.8534,2.3583,Le Peloton Café,48.85550466759594,2.3560337163355456,Coffee Shop
Hotel-de-Ville,48.8534,2.3583,La Ferme Saint-Aubin - Crèmerie,48.852559705328005,2.35471308713727,Cheese Shop
Hotel-de-Ville,48.8534,2.3583,Place Saint-Paul,48.85540137038666,2.360181672202446,Plaza
Hotel-de-Ville,48.8534,2.3583,La Cerise sur la Pizza,48.8540374685859,2.362342849373817,Pizza Place
Hotel-de-Ville,48.8534,2.3583,Au Bourguignon du Marais,48.855609413503736,2.357703652114703,Burgundian Restaurant
Hotel-de-Ville,48.8534,2.3583,Amorino,48.85205022081887,2.3557566851377487,Ice Cream Shop
Hotel-de-Ville,48.8534,2.3583,Bel Canto,48.85463159369966,2.3544932532811624,French Restaurant
Hotel-de-Ville,48.8534,2.3583,Melodies graphiques,48.85505426275619,2.3555794116190616,Arts & Crafts Store
Hotel-de-Ville,48.8534,2.3583,L'Auberge des Deux Ponts,48.85145836621551,2.3560765385627747,French Restaurant
Hotel-de-Ville,48.8534,2.3583,HOTEL DE JOBO,48.85543761945354,2.362076401178279,Hotel
Hotel-de-Ville,48.8534,2.3583,Le Saint-Régis,48.852930295842626,2.353724241256714,Bistro
Hotel-de-Ville,48.8534,2.3583,Aux Anysetiers du Roy,48.852457675440846,2.354854340536696,French Restaurant
Hotel-de-Ville,48.8534,2.3583,Hôtel Caron de Beaumarchais,48.856448284087755,2.3567294714314917,Hotel
Hotel-de-Ville,48.8534,2.3583,Quai d'Orléans,48.85159603053296,2.3542821407318115,Trail
Hotel-de-Ville,48.8534,2.3583,Grand Hôtel Malher,48.85565493925689,2.3610673237119957,Hotel
Hotel-de-Ville,48.8534,2.3583,Princess Crêpe,48.85633801979823,2.3582201223926127,Creperie
Hotel-de-Ville,48.8534,2.3583,Sens Unique,48.856038651535954,2.358894774716674,Perfume Shop
Hotel-de-Ville,48.8534,2.3583,Tasca,48.856685814693414,2.3563742637634277,Portuguese Restaurant
Hotel-de-Ville,48.8534,2.3583,Comme à Lisbonne,48.856767485058,2.356461882401648,Café
Hotel-de-Ville,48.8534,2.3583,COS,48.85657238568342,2.3606406149144887,Clothing Store
Hotel-de-Ville,48.8534,2.3583,Square Barye,48.850239695733976,2.3596105387349615,Park
Hotel-de-Ville,48.8534,2.3583,Schwartz's Deli,48.85692934895164,2.3587748408317566,Burger Joint
Hotel-de-Ville,48.8534,2.3583,Miznon,48.857200621424404,2.3589573284780676,Israeli Restaurant
Hotel-de-Ville,48.8534,2.3583,Pozzetto,48.85682742435843,2.3562692974557247,Ice Cream Shop
